Id,Label,Purchases,PathFail,LiquidityFail,InventoryFail,NoMoneyFail,NoSellerFail,AgentType
1,"Node 1", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
2,"Node 2", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
3,"Node 3", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
4,"Node 4", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
5,"Node 5", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
6,"Node 6", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  1
7,"Node 7", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
8,"Node 8", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
9,"Node 9", 0.00, 0.00, 0.00, 0.00, 0.00,  0,  0
10,"Node 10", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
11,"Node 11", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
12,"Node 12", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  1
13,"Node 13", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  1
14,"Node 14", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
15,"Node 15", 47.00, 0.00, 5.00, 0.00, 0.00,  0,  1
16,"Node 16", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  1
17,"Node 17", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
18,"Node 18", 46.00, 0.00, 6.00, 0.00, 0.00,  0,  1
19,"Node 19", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
20,"Node 20", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
21,"Node 21", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
22,"Node 22", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
23,"Node 23", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
24,"Node 24", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
25,"Node 25", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
26,"Node 26", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  1
27,"Node 27", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
28,"Node 28", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  1
29,"Node 29", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
30,"Node 30", 44.00, 0.00, 8.00, 0.00, 0.00,  0,  2
31,"Node 31", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  1
32,"Node 32", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
33,"Node 33", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
34,"Node 34", 49.00, 0.00, 3.00, 0.00, 0.00,  0,  1
35,"Node 35", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
36,"Node 36", 52.00, 0.00, 0.00, 0.00, 0.00,  0,  1
37,"Node 37", 51.00, 0.00, 1.00, 0.00, 0.00,  0,  1
38,"Node 38", 50.00, 0.00, 2.00, 0.00, 0.00,  0,  1
